"Habitat" "Site" "Station" "Tag" "Genus" "Species"
"386" "Farm" "Inter2" "11B" "136" "Peromyscus" "leucopus"
"387" "Farm" "Inter2" "11B" "136" "Peromyscus" "leucopus"
"388" "Farm" "Inter2" "8A" "141" "Peromyscus" "leucopus"
"389" "Farm" "Inter2" "23B" "151" "Zapus" "hudsonius"
"390" "Farm" "Inter2" "14A" "152" "Microtus" "pennsylvanicus"
"391" "Farm" "Inter2" "1A" "168" "Microtus" "pennsylvanicus"
"392" "Farm" "Inter2" "5B" "169" "Microtus" "pennsylvanicus"
"393" "Farm" "Inter2" "14B" "169" "Microtus" "pennsylvanicus"
"394" "Farm" "Inter2" "6A" "170" "Microtus" "pennsylvanicus"
"395" "Farm" "Inter2" "9A" "171" "Microtus" "pennsylvanicus"
"396" "Farm" "Inter2" "23A" "171" "Microtus" "pennsylvanicus"
"397" "Farm" "Inter2" "16A" "177" "Peromyscus" "leucopus"
"398" "Farm" "Inter2" "3B" "178" "Microtus" "pennsylvanicus"
"399" "Farm" "Inter2" "4A" "178" "Microtus" "pennsylvanicus"
"400" "Farm" "Inter2" "6B" "180" "Peromyscus" "leucopus"
"401" "Farm" "Inter2" "11A" "181" "Peromyscus" "leucopus"
"402" "Farm" "Inter2" "14B" "181" "Peromyscus" "leucopus"
"403" "Farm" "Inter2" "23" "182" "Zapus" "hudsonius"
"404" "Farm" "Inter2" "9B" "183" "Peromyscus" "leucopus"
"405" "Farm" "Inter2" "7A" "183" "Peromyscus" "leucopus"
"406" "Farm" "Inter2" "25A" "183" "Peromyscus" "leucopus"
"407" "Farm" "Inter2" "25B" "183" "Peromyscus" "leucopus"
"408" "Farm" "Inter2" "9A" "183" "Peromyscus" "leucopus"
"409" "Farm" "Inter2" "7A" "183" "Peromyscus" "leucopus"
"410" "Farm" "Inter2" "7A" "183" "Peromyscus" "leucopus"
"411" "Farm" "Inter2" "21A" "184" "Zapus" "hudsonius"
"412" "Farm" "Inter2" "26B" "184" "Zapus" "hudsonius"
"413" "Farm" "Inter2" "30B" "186" "Peromyscus" "leucopus"
"414" "Farm" "Inter2" "7A" "186" "Peromyscus" "leucopus"
"415" "Farm" "Inter2" "9B" "186" "Peromyscus" "leucopus"
"416" "Farm" "Inter2" "8B" "186" "Peromyscus" "leucopus"
"417" "Farm" "Inter2" "6B" "187" "Peromyscus" "leucopus"
"418" "Farm" "Inter2" "7B" "187" "Peromyscus" "leucopus"
"419" "Farm" "Inter2" "27A" "187" "Peromyscus" "leucopus"
"420" "Farm" "Inter2" "6A" "187" "Peromyscus" "leucopus"
"421" "Farm" "Inter2" "5A" "187" "Peromyscus" "leucopus"
"422" "Farm" "Inter2" "20B" "188" "Zapus" "hudsonius"
"423" "Farm" "Inter2" "2A" "189" "Microtus" "pennsylvanicus"
"424" "Farm" "Inter2" "2A" "189" "Microtus" "pennsylvanicus"
"425" "Farm" "Inter2" "19A" "190" "Microtus" "pennsylvanicus"
"426" "Farm" "Inter2" "1B" "251" "Peromyscus" "leucopus"
"427" "Farm" "Inter2" "1A" "251" "Peromyscus" "leucopus"
"428" "Farm" "Inter2" "1A" "251" "Peromyscus" "leucopus"
"429" "Farm" "Inter2" "23A" "251" "Peromyscus" "leucopus"
"430" "Farm" "Inter2" "18B" "256" "Peromyscus" "leucopus"
"431" "Farm" "Inter2" "11A" "257" "Peromyscus" "leucopus"
"432" "Farm" "Inter2" "1A" "258" "Peromyscus" "leucopus"
"433" "Farm" "Inter2" "4A" "258" "Peromyscus" "leucopus"
"434" "Farm" "Inter2" "23A" "259" "Peromyscus" "leucopus"
"435" "Farm" "Inter2" "24B" "259" "Peromyscus" "leucopus"
"436" "Farm" "Inter2" "24A" "259" "Peromyscus" "leucopus"
"437" "Farm" "Inter2" "24B" "259" "Peromyscus" "leucopus"
"438" "Farm" "Inter2" "20B" "266" "Peromyscus" "leucopus"
"439" "Farm" "Inter2" "23B" "268" "Peromyscus" "leucopus"
"440" "Farm" "Inter2" "20B" "283" "Peromyscus" "leucopus"
"441" "Farm" "Inter2" "20B" "283" "Peromyscus" "leucopus"
"442" "Farm" "Inter2" "21B" "283" "Peromyscus" "leucopus"
"443" "Farm" "Inter2" "20A" "283" "Peromyscus" "leucopus"
"444" "Farm" "Inter2" "1A" "288" "Peromyscus" "leucopus"
"445" "Farm" "Inter2" "1B" "288" "Peromyscus" "leucopus"
"446" "Farm" "Inter2" "17B" "289" "Microtus" "pennsylvanicus"
"447" "Farm" "Inter2" "5A" "291" "Peromyscus" "leucopus"
"448" "Farm" "Inter2" "5A" "291" "Peromyscus" "leucopus"
"449" "Farm" "Inter2" "24A" "294" "Peromyscus" "leucopus"
"450" "Farm" "Inter2" "23B" "294" "Peromyscus" "leucopus"
"451" "Farm" "Inter2" "24A" "294" "Peromyscus" "leucopus"
"452" "Farm" "Inter2" "25A" "294" "Peromyscus" "leucopus"
"453" "Farm" "Inter2" "1B" "301" "Peromyscus" "leucopus"
"454" "Farm" "Inter2" "5B" "302" "Zapus" "hudsonius"
"455" "Farm" "Inter2" "18B" "303" "Peromyscus" "leucopus"
"456" "Farm" "Inter2" "17B" "303" "Peromyscus" "leucopus"
"457" "Farm" "Inter2" "16B" "303" "Peromyscus" "leucopus"
"458" "Farm" "Inter2" "18A" "303" "Peromyscus" "leucopus"
"459" "Farm" "Inter2" "15A" "304" "Peromyscus" "leucopus"
"460" "Farm" "Inter2" "16A" "304" "Peromyscus" "leucopus"
"461" "Farm" "Inter2" "6A" "307" "Peromyscus" "leucopus"
"462" "Farm" "Inter2" "13B" "308" "Microtus" "pennsylvanicus"
"463" "Farm" "Inter2" "26B" "314" "Peromyscus" "leucopus"
"464" "Farm" "Inter2" "30B" "314" "Peromyscus" "leucopus"
"465" "Farm" "Inter2" "25A" "314" "Peromyscus" "leucopus"
"466" "Farm" "Inter2" "27B" "314" "Peromyscus" "leucopus"
"467" "Farm" "Inter2" "3B" "315" "Microtus" "pennsylvanicus"
"468" "Farm" "Inter2" "26A" "325" "Peromyscus" "leucopus"
"469" "Farm" "Inter2" "27A" "325" "Peromyscus" "leucopus"
"470" "Farm" "Inter2" "27A" "325" "Peromyscus" "leucopus"
"471" "Farm" "Inter2" "11B" "339" "Peromyscus" "leucopus"
"472" "Farm" "Inter2" "25A" "350" "Peromyscus" "leucopus"
"473" "Farm" "Inter2" "24A" "350" "Peromyscus" "leucopus"
"474" "Farm" "Inter2" "24A" "350" "Peromyscus" "leucopus"
"475" "Farm" "Inter2" "24B" "350" "Peromyscus" "leucopus"
"476" "Farm" "Inter2" "24A" "350" "Peromyscus" "leucopus"
"477" "Farm" "Inter2" "26A" "400" "Peromyscus" "leucopus"
"478" "Farm" "Inter2" "28A" "400" "Peromyscus" "leucopus"
"479" "Farm" "Inter2" "24A" "400" "Peromyscus" "leucopus"
"480" "Farm" "Inter2" "30A" "429" "Peromyscus" "leucopus"
"481" "Farm" "Inter2" "22B" "432" "Peromyscus" "leucopus"
"482" "Farm" "Inter2" "13B" "436" "Peromyscus" "leucopus"
"483" "Farm" "Inter2" "30B" "437" "Peromyscus" "leucopus"
"484" "Farm" "Inter2" "21B" "444" "Microtus" "pennsylvanicus"
"485" "Farm" "Inter2" "12B" "445" "Microtus" "pennsylvanicus"
"486" "Farm" "Inter2" "8B" "446" "Microtus" "pennsylvanicus"
"487" "Farm" "Inter2" "1B" "447" "Peromyscus" "leucopus"
"488" "Farm" "Inter2" "1B" "447" "Peromyscus" "leucopus"
"489" "Farm" "Inter2" "4B" "456" "Tamias" "striatus"
"490" "Farm" "Inter2" "11A" "457" "Peromyscus" "leucopus"
"491" "Farm" "Inter2" "30A" "458" "Peromyscus" "leucopus"
"492" "Farm" "Inter2" "11B" "459" "Microtus" "pennsylvanicus"
"493" "Farm" "Inter2" "11A" "475" "Peromyscus" "leucopus"
"494" "Farm" "Inter2" "3A" "476" "Peromyscus" "leucopus"
"495" "Farm" "Inter2" "3A" "476" "Peromyscus" "leucopus"
"496" "Farm" "Inter2" "4B" "477" "Peromyscus" "leucopus"
"497" "Farm" "Inter2" "2B" "477" "Peromyscus" "leucopus"
"498" "Farm" "Inter2" "1A" "479" "Tamias" "striatus"
"499" "Farm" "Inter2" "17B" "487" "Peromyscus" "leucopus"
"500" "Farm" "Inter2" "18A" "487" "Peromyscus" "leucopus"
"501" "Farm" "Inter2" "20B" "487" "Peromyscus" "leucopus"
"502" "Farm" "Inter2" "11B" "488" "Peromyscus" "leucopus"
"503" "Farm" "Inter2" "8A" "489" "Peromyscus" "leucopus"
"504" "Farm" "Inter2" "10A" "489" "Peromyscus" "leucopus"
"505" "Farm" "Inter2" "1B" "490" "Peromyscus" "leucopus"
"506" "Farm" "Inter2" "10B" "490" "Peromyscus" "leucopus"
"507" "Farm" "Inter2" "25B" "554" "Blarina" "brevicauda"
"508" "Farm" "Inter2" "16B" "556" "Blarina" "brevicauda"
"509" "Farm" "Inter2" "7A" "563" "Blarina" "brevicauda"
"510" "Farm" "Inter2" "3A" "DESC" "Microtus" "pennsylvanicus"
"511" "Farm" "Inter2" "20B" "DESC" "Microtus" "pennsylvanicus"
"512" "Farm" "Inter2" "19B" "DESC" "Blarina" "brevicauda"
"513" "Farm" "Inter2" "26B" "DESC" "Blarina" "brevicauda"
"514" "Farm" "Inter2" "" "DESC" "Blarina" "brevicauda"
"515" "Farm" "Inter2" "8A" "RECAP" "Peromyscus" "leucopus"
"516" "Farm" "Inter2" "5" "RECAP" "Peromyscus" "leucopus"
"517" "Farm" "Inter2" "4B" "" "Zapus" "hudsonius"
"518" "Farm" "Inter2" "4B" "" "Tamias" "striatus"
"519" "Forest" "Jericho1" "3B" "102" "Peromyscus" "leucopus"
"520" "Forest" "Jericho1" "13A" "103" "Tamias" "striatus"
"521" "Forest" "Jericho1" "15A" "103" "Tamias" "striatus"
"522" "Forest" "Jericho1" "18A" "109" "Peromyscus" "leucopus"
"523" "Forest" "Jericho1" "27A" "109" "Peromyscus" "leucopus"
"524" "Forest" "Jericho1" "10A" "110" "Peromyscus" "leucopus"
"525" "Forest" "Jericho1" "3B" "111" "Peromyscus" "leucopus"
"526" "Forest" "Jericho1" "7B" "140" "Peromyscus" "leucopus"
"527" "Forest" "Jericho1" "28A" "148" "Peromyscus" "leucopus"
"528" "Forest" "Jericho1" "28A" "148" "Peromyscus" "leucopus"
"529" "Forest" "Jericho1" "25A" "149" "Tamias" "striatus"
"530" "Forest" "Jericho1" "4B" "202" "Peromyscus" "leucopus"
"531" "Forest" "Jericho1" "9B" "202" "Peromyscus" "leucopus"
"532" "Forest" "Jericho1" "8A" "202" "Peromyscus" "leucopus"
"533" "Forest" "Jericho1" "5A" "203" "Peromyscus" "leucopus"
"534" "Forest" "Jericho1" "3A" "203" "Peromyscus" "leucopus"
"535" "Forest" "Jericho1" "6B" "204" "Tamias" "striatus"
"536" "Forest" "Jericho1" "24B" "209" "Peromyscus" "leucopus"
"537" "Forest" "Jericho1" "29B" "209" "Peromyscus" "leucopus"
"538" "Forest" "Jericho1" "20A" "210" "Peromyscus" "leucopus"
"539" "Forest" "Jericho1" "24B" "210" "Peromyscus" "leucopus"
"540" "Forest" "Jericho1" "18A" "210" "Peromyscus" "leucopus"
"541" "Forest" "Jericho1" "17B" "211" "Peromyscus" "leucopus"
"542" "Forest" "Jericho1" "9A" "211" "Peromyscus" "leucopus"
"543" "Forest" "Jericho1" "13B" "212" "Peromyscus" "leucopus"
"544" "Forest" "Jericho1" "13B" "212" "Peromyscus" "leucopus"
"545" "Forest" "Jericho1" "13A" "212" "Peromyscus" "leucopus"
"546" "Forest" "Jericho1" "13B" "212" "Peromyscus" "leucopus"
"547" "Forest" "Jericho1" "1B" "212" "Peromyscus" "leucopus"
"548" "Forest" "Jericho1" "9B" "213" "Peromyscus" "leucopus"
"549" "Forest" "Jericho1" "15A" "213" "Peromyscus" "leucopus"
"550" "Forest" "Jericho1" "13A" "213" "Peromyscus" "leucopus"
"551" "Forest" "Jericho1" "15B" "213" "Peromyscus" "leucopus"
"552" "Forest" "Jericho1" "8B" "214" "Peromyscus" "leucopus"
"553" "Forest" "Jericho1" "7A" "214" "Peromyscus" "leucopus"
"554" "Forest" "Jericho1" "8A" "214" "Peromyscus" "leucopus"
"555" "Forest" "Jericho1" "7B" "215" "Peromyscus" "leucopus"
"556" "Forest" "Jericho1" "17A" "215" "Peromyscus" "leucopus"
"557" "Forest" "Jericho1" "5A" "216" "Tamias" "striatus"
"558" "Forest" "Jericho1" "1B" "217" "Peromyscus" "maniculatus"
"559" "Forest" "Jericho1" "3B" "217" "Peromyscus" "maniculatus"
"560" "Forest" "Jericho1" "2B" "244" "Tamias" "striatus"
"561" "Forest" "Jericho1" "4B" "245" "Tamias" "striatus"
"562" "Forest" "Jericho1" "7B" "246" "Peromyscus" "leucopus"
"563" "Forest" "Jericho1" "15B" "247" "Peromyscus" "leucopus"
"564" "Forest" "Jericho1" "15A" "247" "Peromyscus" "leucopus"
"565" "Farm" "Jericho1" "14B" "247" "Peromyscus" "leucopus"
"566" "Forest" "Jericho1" "24A" "248" "Peromyscus" "leucopus"
"567" "Forest" "Jericho1" "20B" "249" "Peromyscus" "leucopus"
"568" "Forest" "Jericho1" "22B" "249" "Peromyscus" "leucopus"
"569" "Forest" "Jericho1" "23B" "249" "Peromyscus" "leucopus"
"570" "Forest" "Jericho1" "10A" "250" "Tamias" "striatus"
"571" "Forest" "Jericho1" "20B" "306" "Peromyscus" "maniculatus"
"572" "Forest" "Jericho1" "29A" "357" "Peromyscus" "leucopus"
"573" "Forest" "Jericho1" "20B" "359" "Peromyscus" "leucopus"
"574" "Forest" "Jericho1" "16A" "360" "Peromyscus" "leucopus"
"575" "Farm" "Jericho1" "18B" "360" "Peromyscus" "leucopus"
"576" "Forest" "Jericho1" "23B" "361" "Peromyscus" "leucopus"
"577" "Farm" "Jericho1" "30B" "362" "Peromyscus" "leucopus"
"578" "Forest" "Jericho1" "2B" "367" "Tamias" "striatus"
"579" "Farm" "Jericho1" "3A" "367" "Tamias" "striatus"
"580" "Farm" "Jericho1" "9A" "380" "Tamias" "striatus"
"581" "Farm" "Jericho1" "4B" "381" "Tamias" "striatus"
"582" "Farm" "Jericho1" "1A" "382" "Myodes" "gapperi"
"583" "Farm" "Jericho1" "23B" "386" "Peromyscus" "leucopus"
"584" "Farm" "Jericho1" "29A" "387" "Tamias" "striatus"
"585" "Forest" "Jericho1" "14B" "390" "Peromyscus" "leucopus"
"586" "Forest" "Jericho1" "7A" "391" "Peromyscus" "leucopus"
"587" "Forest" "Jericho1" "17A" "392" "Peromyscus" "leucopus"
"588" "Farm" "Jericho1" "17A" "392" "Peromyscus" "leucopus"
"589" "Forest" "Jericho1" "12B" "393" "Peromyscus" "leucopus"
"590" "Forest" "Jericho1" "29A" "394" "Peromyscus" "leucopus"
"591" "Forest" "Jericho1" "29A" "555" "Blarina" "brevicauda"
"592" "Forest" "Jericho1" "14A" "558" "Blarina" "brevicauda"
"593" "Forest" "Jericho1" "14B" "564" "Blarina" "brevicauda"
"594" "Forest" "Jericho1" "8B" "570" "Blarina" "brevicauda"
"595" "Forest" "Jericho1" "9B" "DESC" "Blarina" "brevicauda"
"596" "Forest" "Jericho1" "7B" "DESC" "Blarina" "brevicauda"
"597" "Forest" "Jericho1" "10A" "" "Tamias" "striatus"
"598" "Forest" "Jericho1" "13B" "" "Peromyscus" "leucopus"
"599" "Forest" "Jericho1" "3A" "" "Tamias" "striatus"
"600" "Forest" "Jericho1" "3B" "" "Tamias" "striatus"
"601" "Forest" "Jericho1" "16A" "" "Peromyscus" "leucopus"
"602" "Farm" "Jericho1" "24B" "" "Tamiasciurus" "hudsonius"
"603" "Forest" "Jericho2" "15A" "101" "Peromyscus" "leucopus"
"604" "Forest" "Jericho2" "15A" "101" "Peromyscus" "leucopus"
"605" "Forest" "Jericho2" "30A" "113" "Peromyscus" "leucopus"
"606" "Forest" "Jericho2" "21B" "113" "Peromyscus" "leucopus"
"607" "Forest" "Jericho2" "30A" "113" "Peromyscus" "leucopus"
"608" "Forest" "Jericho2" "29A" "113" "Peromyscus" "leucopus"
"609" "Forest" "Jericho2" "23A" "113" "Peromyscus" "leucopus"
"610" "Farm" "Jericho2" "23A" "113" "Peromyscus" "leucopus"
"611" "Forest" "Jericho2" "1B" "138" "Peromyscus" "leucopus"
"612" "Forest" "Jericho2" "1B" "138" "Peromyscus" "leucopus"
"613" "Forest" "Jericho2" "5B" "138" "Peromyscus" "leucopus"
"614" "Forest" "Jericho2" "2B" "138" "Peromyscus" "leucopus"
"615" "Forest" "Jericho2" "15B" "146" "Peromyscus" "leucopus"
"616" "Forest" "Jericho2" "19A" "147" "Peromyscus" "leucopus"
"617" "Forest" "Jericho2" "1B" "150" "Peromyscus" "leucopus"
"618" "Forest" "Jericho2" "1B" "150" "Peromyscus" "leucopus"
"619" "Forest" "Jericho2" "5B" "150" "Peromyscus" "leucopus"
"620" "Forest" "Jericho2" "5A" "198" "Tamias" "striatus"
"621" "Forest" "Jericho2" "10B" "200" "Peromyscus" "leucopus"
"622" "Forest" "Jericho2" "12B" "200" "Peromyscus" "leucopus"
"623" "Forest" "Jericho2" "10A" "200" "Peromyscus" "leucopus"
"624" "Forest" "Jericho2" "13B" "200" "Peromyscus" "leucopus"
"625" "Forest" "Jericho2" "17B" "200" "Peromyscus" "leucopus"
"626" "Farm" "Jericho2" "10A" "200" "Peromyscus" "leucopus"
"627" "Forest" "Jericho2" "2A" "201" "Peromyscus" "leucopus"
"628" "Forest" "Jericho2" "22A" "205" "Peromyscus" "leucopus"
"629" "Forest" "Jericho2" "25A" "206" "Peromyscus" "leucopus"
"630" "Farm" "Jericho2" "29A" "206" "Peromyscus" "leucopus"
"631" "Forest" "Jericho2" "30B" "207" "Peromyscus" "leucopus"
"632" "Forest" "Jericho2" "28B" "207" "Peromyscus" "leucopus"
"633" "Forest" "Jericho2" "29A" "208" "Peromyscus" "leucopus"
"634" "Forest" "Jericho2" "1B" "218" "Peromyscus" "maniculatus"
"635" "Forest" "Jericho2" "1A" "218" "Peromyscus" "maniculatus"
"636" "Forest" "Jericho2" "7A" "218" "Peromyscus" "maniculatus"
"637" "Forest" "Jericho2" "2B" "218" "Peromyscus" "maniculatus"
"638" "Forest" "Jericho2" "5A" "218" "Peromyscus" "maniculatus"
"639" "Forest" "Jericho2" "8A" "219" "Peromyscus" "leucopus"
"640" "Forest" "Jericho2" "10B" "219" "Peromyscus" "leucopus"
"641" "Forest" "Jericho2" "7A" "219" "Peromyscus" "leucopus"
"642" "Forest" "Jericho2" "5A" "219" "Peromyscus" "leucopus"
"643" "Farm" "Jericho2" "5A" "219" "Peromyscus" ""
"644" "Forest" "Jericho2" "21B" "220" "Tamias" "striatus"
"645" "Forest" "Jericho2" "16A" "220" "Tamias" "striatus"
"646" "Forest" "Jericho2" "28B" "221" "Peromyscus" "leucopus"
"647" "Forest" "Jericho2" "25A" "222" "Peromyscus" "leucopus"
"648" "Forest" "Jericho2" "25B" "222" "Peromyscus" "leucopus"
"649" "Forest" "Jericho2" "25B" "222" "Peromyscus" "leucopus"
"650" "Forest" "Jericho2" "27A" "222" "Peromyscus" "leucopus"
"651" "Forest" "Jericho2" "23B" "222" "Peromyscus" "leucopus"
"652" "Forest" "Jericho2" "25B" "222" "Peromyscus" "leucopus"
"653" "Forest" "Jericho2" "21A" "223" "Peromyscus" "leucopus"
"654" "Forest" "Jericho2" "25A" "223" "Peromyscus" "leucopus"
"655" "Forest" "Jericho2" "23B" "223" "Peromyscus" "leucopus"
"656" "Forest" "Jericho2" "23A" "223" "Peromyscus" "leucopus"
"657" "Forest" "Jericho2" "19B" "224" "Peromyscus" "leucopus"
"658" "Forest" "Jericho2" "18A" "224" "Peromyscus" "leucopus"
"659" "Forest" "Jericho2" "10B" "224" "Peromyscus" "leucopus"
"660" "Forest" "Jericho2" "19B" "224" "Peromyscus" "leucopus"
"661" "Forest" "Jericho2" "17A" "224" "Peromyscus" "leucopus"
"662" "Forest" "Jericho2" "13A" "224" "Peromyscus" "leucopus"
"663" "Forest" "Jericho2" "13A" "224" "Peromyscus" "leucopus"
"664" "Forest" "Jericho2" "15B" "225" "Peromyscus" "leucopus"
"665" "Forest" "Jericho2" "15A" "225" "Peromyscus" "leucopus"
"666" "Forest" "Jericho2" "15B" "225" "Peromyscus" "leucopus"
"667" "Forest" "Jericho2" "19A" "225" "Peromyscus" "leucopus"
"668" "Forest" "Jericho2" "17A" "225" "Peromyscus" "leucopus"
"669" "Farm" "Jericho2" "8A" "346" "Peromyscus" "leucopus"
"670" "Forest" "Jericho2" "21A" "354" "Peromyscus" "leucopus"
"671" "Farm" "Jericho2" "29B" "355" "Peromyscus" "leucopus"
"672" "Farm" "Jericho2" "23B" "358" "Peromyscus" "leucopus"
"673" "Forest" "Jericho2" "21" "363" "Peromyscus" "leucopus"
"674" "Farm" "Jericho2" "27B" "364" "Peromyscus" "leucopus"
"675" "Farm" "Jericho2" "6A" "365" "Peromyscus" "leucopus"
"676" "Farm" "Jericho2" "6A" "366" "Peromyscus" "leucopus"
"677" "Forest" "Jericho2" "29A" "368" "Peromyscus" "leucopus"
"678" "Forest" "Jericho2" "25A" "369" "Peromyscus" "leucopus"
"679" "Forest" "Jericho2" "23B" "370" "Tamias" "striatus"
"680" "Forest" "Jericho2" "20B" "371" "Peromyscus" "maniculatus"
"681" "Forest" "Jericho2" "9B" "372" "Peromyscus" "leucopus"
"682" "Farm" "Jericho2" "13A" "372" "Peromyscus" "leucopus"
"683" "Forest" "Jericho2" "19B" "395" "Peromyscus" ""
"684" "Forest" "Jericho2" "20B" "395" "Peromyscus" "leucopus"
"685" "Forest" "Jericho2" "8A" "396" "Peromyscus" "maniculatus"
"686" "Forest" "Jericho2" "1A" "" "Peromyscus" ""
"687" "Forest" "Jericho2" "10A" "" "Peromyscus" "leucopus"
"688" "Forest" "Jericho2" "3B" "" "Tamias" "striatus"
"689" "Farm" "Jericho2" "9B" "" "Peromyscus" ""
"690" "Field" "StM1" "21B" "342" "Zapus" "hudsonius"
"691" "Field" "StM1" "4B" "377" "Peromyscus" "leucopus"
"692" "Field" "StM1" "4A" "377" "Peromyscus" "leucopus"
"693" "Field" "StM1" "6B" "377" "Peromyscus" "leucopus"
"694" "Field" "StM1" "25B" "399" "Microtus" "pennsylvanicus"
"695" "Field" "StM1" "2A" "469" "Peromyscus" "leucopus"
"696" "Field" "StM1" "2B" "469" "Peromyscus" "leucopus"
"697" "Field" "StM1" "29B" "501" "Zapus" "hudsonius"
"698" "Field" "StM1" "18B" "502" "Peromyscus" "leucopus"
"699" "Field" "StM1" "16B" "503" "Peromyscus" "leucopus"
"700" "Field" "StM1" "13A" "504" "Zapus" "hudsonius"
"701" "Field" "StM1" "3B" "505" "Peromyscus" "leucopus"
"702" "Field" "StM1" "30A" "508" "Peromyscus" "leucopus"
"703" "Field" "StM1" "19A" "509" "Peromyscus" "leucopus"
"704" "Field" "StM1" "13B" "510" "Peromyscus" "leucopus"
"705" "Field" "StM1" "9B" "511" "Tamias" "striatus"
"706" "Field" "StM1" "4B" "512" "Peromyscus" "leucopus"
"707" "Field" "StM1" "3B" "512" "Peromyscus" "leucopus"
"708" "Field" "StM1" "30A" "519" "Peromyscus" "leucopus"
"709" "Field" "StM1" "29B" "519" "Peromyscus" "leucopus"
"710" "Field" "StM1" "26A" "520" "Zapus" "hudsonius"
"711" "Field" "StM1" "21A" "521" "Microtus" "pennsylvanicus"
"712" "Field" "StM1" "19B" "522" "Peromyscus" "leucopus"
"713" "Field" "StM1" "19A" "522" "Peromyscus" "leucopus"
"714" "Field" "StM1" "4B" "523" "Peromyscus" "leucopus"
"715" "Field" "StM1" "13A" "523" "Peromyscus" "leucopus"
"716" "Field" "StM1" "4A" "523" "Peromyscus" "leucopus"
"717" "Field" "StM1" "7A" "524" "Tamias" "striatus"
"718" "Field" "StM1" "3A" "525" "Peromyscus" "maniculatus"
"719" "Field" "StM1" "4A" "525" "Peromyscus" "maniculatus"
"720" "Field" "StM1" "28A" "" "Blarina" "brevicauda"
"721" "Field" "StM2" "17B" "199" "Peromyscus" "leucopus"
"722" "Field" "StM2" "17B" "199" "Peromyscus" "leucopus"
"723" "Field" "StM2" "13B" "310" "Microtus" "pennsylvanicus"
"724" "Field" "StM2" "3A" "330" "Peromyscus" "leucopus"
"725" "Field" "StM2" "6B" "330" "Peromyscus" "leucopus"
"726" "Field" "StM2" "3A" "330" "Peromyscus" "leucopus"
"727" "Field" "StM2" "8B" "330" "Peromyscus" "leucopus"
"728" "Field" "StM2" "4A" "330" "Peromyscus" "leucopus"
"729" "Field" "StM2" "3A" "331" "Peromyscus" "leucopus"
"730" "Field" "StM2" "22B" "375" "Microtus" "pennsylvanicus"
"731" "Field" "StM2" "25B" "376" "Peromyscus" "leucopus"
"732" "Field" "StM2" "20B" "376" "Peromyscus" "leucopus"
"733" "Field" "StM2" "9A" "426" "Peromyscus" "leucopus"
"734" "Field" "StM2" "11A" "426" "Peromyscus" "leucopus"
"735" "Field" "StM2" "8A" "426" "Peromyscus" "leucopus"
"736" "Field" "StM2" "4B" "439" "Peromyscus" "leucopus"
"737" "Field" "StM2" "4B" "439" "Peromyscus" "leucopus"
"738" "Field" "StM2" "10B" "460" "Peromyscus" "leucopus"
"739" "Field" "StM2" "18B" "460" "Peromyscus" "leucopus"
"740" "Field" "StM2" "7A" "460" "Peromyscus" "leucopus"
"741" "Field" "StM2" "1A" "460" "Peromyscus" "leucopus"
"742" "Field" "StM2" "19B" "461" "Peromyscus" "leucopus"
"743" "Field" "StM2" "17B" "461" "Peromyscus" "leucopus"
"744" "Field" "StM2" "29A" "462" "Peromyscus" "leucopus"
"745" "Field" "StM2" "9B" "463" "Microtus" "pennsylvanicus"
"746" "Field" "StM2" "21A" "464" "Peromyscus" "leucopus"
"747" "Field" "StM2" "21A" "464" "Peromyscus" "leucopus"
"748" "Field" "StM2" "25B" "465" "Peromyscus" "leucopus"
"749" "Field" "StM2" "2A" "466" "Peromyscus" "leucopus"
"750" "Field" "StM2" "27A" "467" "Peromyscus" "leucopus"
"751" "Field" "StM2" "25A" "467" "Peromyscus" "leucopus"
"752" "Field" "StM2" "26A" "468" "Peromyscus" "leucopus"
"753" "Field" "StM2" "20A" "468" "Peromyscus" "leucopus"
"754" "Field" "StM2" "19B" "470" "Peromyscus" "leucopus"
"755" "Field" "StM2" "22A" "471" "Peromyscus" "leucopus"
"756" "Field" "StM2" "13A" "472" "Peromyscus" "leucopus"
"757" "Field" "StM2" "15B" "472" "Peromyscus" "leucopus"
"758" "Field" "StM2" "2A" "473" "Peromyscus" "leucopus"
"759" "Field" "StM2" "7B" "513" "Microtus" "pennsylvanicus"
"760" "Field" "StM2" "7A" "514" "Zapus" "hudsonius"
"761" "Field" "StM2" "9B" "515" "Peromyscus" "leucopus"
"762" "Field" "StM2" "19B" "516" "Peromyscus" "leucopus"
"763" "Field" "StM2" "21A" "517" "Peromyscus" "leucopus"
"764" "Field" "StM2" "22A" "518" "Microtus" "pennsylvanicus"
"765" "Field" "StM2" "15B" "" "Microtus" "pennsylvanicus"
